type,year,authors,title,venue
publications,2009,,"La temporalité linguistique : circonscrire un objet d’analyse ainsi que des finalités à cette analyse,","sous la direction de , Université Paris 10, 2009-11-23"
publications,2009,Abraham Maryvonne,Are ontologies involved in natural language processing ?,"FLAIRS-22 (22nd International Florida Artificial Intelligence, Research Society Conference), Sanibel Island, Florida, 19-21 mai, [ ]"
publications,2009,"Alrahabi Motasem, Desclés Jean-Pierre",EXCOM : Plate-forme d'annotation se&#769;mantique de textes multilingues,"TALN 2009, Senlis, 24-26 juin 2009, [ ]"
publications,2009,"Battistelli Delphine, Antonietta Folino, Patricia Geretto, Ludivine Kuznik, Jean-Luc Minel, Florence Amardeilh",“Confortation”: about a new qualitative category for analyzing biomedical texts,"Actes Workshop ISWC’2009 Semantic Web Applications in Scientific Discourse, Washington, USA, 25-29 October 2009"
publications,2009,"Battistelli Delphine, Florence Amardeilh","Knowledge Claims in Scientific Literature, Uncertainty and Semantic Annotation: A Case Study in the Biological Domain","Actes Semantic Authoring, Annotation and Knowledge Markup workshop (SAAKM’09), Redondo Beach, California, USA, 1-4 octobre 2009, 10 pages"
publications,2009,"Bertin Marc, Atanassova Iana, Descles Jean-Pierre",Automatic Analysis of Author Judgment in Scientific Articles Based on Semantic Annotation,"FLAIRS-22 (22nd International Florida Artificial Intelligence, Research Society Conference), Sanibel Island, Florida, 19-21 mai, [ ] [ ]"
publications,2009,"Bertin Marc, Atanassova Iana, Desclés Jean-Pierre",Extraction of Authors' Definitions Using Indexed Reference Identification,"RANLP-2009, First Workshop on Definition Extraction, Borovetz, Bulgarie, 18 septembre 2009, [ ] [ ]"
publications,2009,"Desclés Jean-Pierre, Arena Aurélien",Toward a formal ontology of time and aspect,"FLAIRS-22 (22nd International Florida Artificial Intelligence, Research Society Conference), Sanibel Island, Florida, 19-21 mai, [ ]"
publications,2009,"Desclés Julien, Alrahabi Motasem, Desclés Jean-Pierre",BioExcom: Automatic Annotation and categorization of speculative sentences in biological literature by a Contextual Exploration processing,"4th Language &amp; Technology Conference, Pozna&#324;, Poland, [ ]"
publications,2009,"Desclés Julien, Alrahabi Motasem, Desclés Jean-Pierre, Blais Antoine",Automatic Annotation by BioExcom for categoriz-ing prior and new speculations in biological papers,"Proceedings of The 3rd International Symposium on Languages in Biology and Medicine (LBM), Jeju Island, South Korea, November 8-10"
publications,2009,Gwiazdecka Ewa,Annotation of Terminology from Protocols in Polish Controlled Language,"Proceedings of International Symposium on Data and Sens Mining, Machine Translations and Controlled Languages, Bulag, Centre Tesnière, Besançon, July 1-3, 2009, 121-126"
publications,2009,"Le Priol Florence, Diego Pacheco Cristina, Jambou Louis",Les techniques informatiques au service des connaissances musicales de la renaissance,"Digital Humanities 2009, University of Mariland, 22-25 june, [ ]"
publications,2009,"Passant Alexandre, Laublet Philippe, Breslin John et Decker Stefan",Semantic Search for Enterprise 2.0,"Proceedings of the Semantic Search 2009 (SemSearch2009) Workshop at 18th World Wide Web conference (WWW2009), Madrid, Spain, 04/2009"
publications,2009,"Passant Alexandre, Laublet Philippe, Breslin John, et Decker Stefan",SemSLATES: Improving Enterprise 2.0 Information Systems thanks to Semantic Web Technologies,"The 5th International Conference on Collaborative Computing, Networking, Applications and Worksharing , CollaborateCom, Washington, USA, November 2009"
publications,2009,Pognan Patrice,Bases de données pour l'étude d'un groupe de langues: l'exemple des langues slaves de l'Ouest,"8èmes Journées scientifiques du réseau LTT de l’AUF, Lisbonne (Portugal), octobre 2009"
publications,2009,Pognan Patrice,"Définition d'une base de données linguistiques ""à tout faire"" comprenant le français - comme langue pivot - et les langues slaves de l'Ouest","Congrès international Studia Romanistica Beliana, Banská Bystrica (Slovaquie)"
publications,2009,Pognan Patrice,Définition d’un prototype général de bases de données (étude des langues slaves de l’Ouest dans une visée multilingue),"Metalanguage and Encoding Scheme Design for Digital Lexicography – Innovative Solutions for Lexical Entry Design in Slavic Lexicography, MONDILEX Third Open Workshop, Académie des Sciences Slovaque, Bratislava (Slovaquie)"
publications,2009,Provôt Agnès,"Le ""futur du passé"" en français et ses équivalents en allemand.","5e Rencontres de Sémantique et Pragmatique, Institut Supérieur des Langues de Gabès, Tunisie, 22-24 avril"
publications,2009,"Stankovic Milan, Passant Alexandre et Laublet Philippe",Directing Status Messages to their Audience in Online Communities,"The MALLOW Workshop on Coordination, Organization, Institutions and Norms in agent systems in on-line communities (COIN2009), Torino, Italy, 09/2009"
publications,2009,"Stankovic Milan, Passant Alexandre,and Laublet Philippe",Status Messages for the Right Audience with an Ontology-Based Approach,"In Proceedings of The First International Workshop On Collaborative Social Networks (CollaborateSN 2009). In conjuction with CollaborateCom 2009, Crystal City, Washington D.C., USA, November 11-14"
publications,2009,"Taïfi Miloud, Pognan Patrice","Traitements automatiques du « Dictionnaire raisonné berbère – français, Parlers du Maroc","8èmes Journées scientifiques du réseau LTT de l’AUF, Lisbonne (Portugal), octobre 2009"
publications,2009,"Taïfi Miloud, Pognan Patrice",Vybudování databází na základ&#283; slovníku jako korpus (Construction d’une base de données à partir d’un dictionnaire en tant que corpus),"Congrès international Slovko 2009 (NLP, Corpus Linguistics), Smolenice / Bratislava (Slovaquie)"
publications,2009,Le Priol Florence,Lexique et Dictionnaire en musicologie : aspects informatiques,"Invisibili Fili. Musica, Lessicografia, Editoria e Tecnologie dell'iInformazione, Ferrara, Italie, 28-30 mai 2009"
publications,2009,"Alrahabi Motasem, Desclés Jean-Pierre",EXCOM : Plate-forme d'annotation sémantique de textes multilingues,"TALN 2009, Senlis, 24-26 juin"
publications,2009,Desclés Jean-Pierre,Introduction,"Epistémologie des Sciences Humaines, Université Paris-Sorbonne, Maison de la Recherche, 17-19 décembre 2009"
publications,2009,Desclés Jean-Pierre,Les sciences humaines ont-elles besoin de mathématiques ?,"Epistémologie des Sciences Humaines, Université Paris-Sorbonne, Maison de la Recherche, 17-19 décembre 2009"
publications,2009,Desclés Jean-Pierre,Conclusion,"Epistémologie des Sciences Humaines, Université Paris-Sorbonne, Maison de la Recherche, 17-19 décembre 2009"
publications,2009,Pascu Anca,Problèmes de catégorisations,"Epistémologie des Sciences Humaines, Université Paris-Sorbonne, Maison de la Recherche, 17-19 décembre 2009"
publications,2010,"Desclés Jean-Pierre, Djioua Brahim, Le Priol Florence",Logique et langage : déduction naturelle,"Hermann, [ ]"
publications,2010,Guibert Gaëll,"Le ""dialogue"" Homme-Machine. Un qui-pro-quo ?","Eds. L'Harmattan, [ ]"
publications,2010,"Passant Alexandre, Laublet Philippe, Breslin John and Decker Stefan",Enhancing Enterprise 2.0 Ecosystems Using Semantic Web and Linked.- Data Technologies: The SemSLATES Approach,"Eds. David Wood, Linking Enterprise Data. Springer"
publications,2010,"Passant Alexandre, Isaac Antoine, Laublet Philippe",Combining Linked Data and Knowledge Engineering Best Practices to Design a Lightweight Role,"Special issue on Beautiful Ontology of Applied Ontology, à paraître"
publications,2010,"Passant Alexandre, Laublet Philippe",User-driven Generation of Semantic Web Content in Enterprise 2.0: A case-study,"International Journal of Knowledge Engineering and Data Mining (IJKEDM), Special Issue on: “Incentives for Semantic Content Creation”"
publications,2010,"Provôt Agnès, Desclés Jean-Pierre, Vinzerich Aude",Invariant sémantique du présent de l’indicatif en français,"Cahiers Chronos, vol. 21, 235-259 [ ]"
publications,2010,Alrahabi Motasem,"EXCOM-2 : plateforme d’annotation automatique de catégories sémantiques. Applications à la catégorisation des citations en français et en arabe.,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2010-01-29"
publications,2010,"Alrahabi Motasem, Desclés Jean-Pierre, Suh J.-Y.",Direct Reported Speech in multilingual texts: Automatic annotation and semantic categorization,"Actes de FLAIRS 2010, Florida, USA, [ ]"
publications,2010,"Arena Aurélien, Desclés Jean-Pierre",A Formal Ontology for a Computational Approach of Time and Aspect,"IceTAL 2010, 7th International Conference on Natural Language Processing, [ ]"
publications,2010,"Bogacki K., Gwiazdecka Ewa",Grammatical categories for Polish resources in NooJ,"Proceeding of NooJ 2009 International Conference, Finite State Language Engineering, Ben Hamadou A., Mesfar, S., Silberztein M. (eds.), Tozeur, Tunisia, 79-91"
publications,2010,"Danis J., Meunier J.-G., Chartier J.-F., Alrahabi M., Desclés J.-P.",Classification automatique et stratégie d’annotation appliquées à un concept philosophique: la dimension psychologique du concept de LANGAGE dans l’œuvre de Bergson,"Actes de JADT 2010, Rome, Italie, [ ]"
publications,2010,Daynovska Denitsa,"L’acquisition de propriété exprimée par des préfixes : analyse sémantique de v- et iz- en bulgare, en- et ex- en français","La problématique des catégories verbales dans les langues romanes. Actes du Colloque international organisé par le Département d’études romanes, Université de Sofia, 25-27 février 2005, 227-239"
publications,2010,"Desclés Jean-Pierre, Le Priol Florence, Alrahabi Motasem, Atanassova Iana, Bertin Marc",Fouille sémantique des thèses en ligne : un projet de Paris-Sorbonne,"Traitement automatique des langues naturelles, analyses et applications, 78e congrès de l'ACFAS, Montréal, 10-14 mai"
publications,2010,"Desclés Julien, Makkaoui Olfa, Hacène Taouise",Automatic annotation of speculation in biomedical texts: new perspectives and large-scale evaluation,"Proccedings of the Workshop on Negation and Speculation in Natural Language Processing (NeSp-NLP 2010), ACL 2010, Uppsala, Sweden, 32-40 [ ]"
publications,2010,"Loth Romain, Battistelli Delphine, Chaumartin François-Régis, de Mazancourt Hugues, Minel Jean-Luc, Vinckx Axelle",Linguistic information extraction for job ads (SIRE project),"Actes 9th international conference on Adaptivity, Personalization and Fusion of Heterogeneous Information, Paris"
publications,2010,"Passant Alexandre, Bojars Uldis, Breslin John G., Hastrup Tuukka, Stankovic Milan and Laublet Philippe","An overview of SMOB 2: Open, Semantic and Distributed Microblogging_Poster","in 4th Int'l AAAI Conference on Weblogs and Social Media, Washington, May 2010"
publications,2010,"Stankovic Milan, Wagner Claudia, Jovanovic Jelena, Laublet Philippe",Looking for Experts? What can Linked Data do for You?,"LDOW (Linked Data on the Web), WWW 2010 Workshop, Raleigh, April 2010"
publications,2010,"Stankovic Milan., Rowe Matthew and Laublet Philippe",Mapping Tweets to Conference Talks: A Goldmine for Semantics,"Proceeding of the Third Social Data on the Web Workshop SDoW2010, collocated with the International Semantic Web Conference ISWC2010, Shanghai, China, November, 2010"
publications,2010,"Teissèdre Charles, Battistelli Delphine, Minel Jean-Luc",Resources for Calendar Expressions Semantic Tagging and temporal Navigation through Texts,"Actes LREC’10 (Language Resources and Evaluation), Malte, 19-21 mai, 10 pages"
publications,2010,"Teissèdre Charles, Battistelli Delphine, Minel Jean-Luc",Du texte au portail sémantique : cas d'utilisation lié à des données temporelles,"Actes des 21èmes Journées francophones d'Ingenierie des Connaissances (IC’10), Nîmes, juin"
publications,2010,"Laublet Philippe, Lambert Mathias et Jackiewicz Agata",Ontologies pour l’annotation d’actes évaluatifs et de leurs cibles (poster),"Journées Francophones d'Ingénierie des Connaissances (IC), Sylvie Despres (Eds.), Nîmes, Juin 2010"
publications,2010,Passant Alexandre et Laublet Philippe,"Combiner Web 2.0 et Web Sémantique pour réduire les disparités d'expertise au sein de blogs d'entreprise, papier court","EGC 2010, Hammamet, Janvier 2010"
publications,2010,"Tissaoui Anis, Aussenac-Gilles Nathalie, Laublet Philippe et Hernandez Nathalie",Méthodologie d’évolution d’une ressource termino-ontologique : EvOnto (poster),"Journées Francophones d'Ingénierie des Connaissances (IC), Sylvie Despres (Eds.), Nîmes, Juin 2010"
publications,2010,"Tissaoui Anis, Aussenac-Gilles Nathalie, Laublet Philippe et Hernandez Nathalie",Gestion des évolutions d’une ressource termino-ontologique et des annotations sémantiques,"Atelier ""Evolution d'ontologies"" des 21emes Journées francophones d'Ingénierie des Connaissances (IC2010), N. Aussenac-Gilles, N. Hernandez, P. Laublet (Eds.), Nîmes, 08/06/10"
